comment,emo
"这个话题在这个地方可能是要挨砖的,但是,这的确是我的一个选择.H5外观大气,内饰老气,动力保守,传动靠谱.GA6外观洋气,动力前卫,传动经典.但是后者新上市,价格无优势.两车都去试驾过,前者厚重个性不明显,后者轻巧驾驶也轻松.如果6的价格能在10个以下,我或许会考虑.5的最低配性价比不错,优惠下来13个多一点的确是诱人.如果都一手开上10年,我觉得H5可能会更皮实一些,所以我选择红旗.当然,选择红旗还有一个重要的原因是我现在的老爷车就是一辆03年的红旗世纪星,在这里可以置换补贴5000元.而且我也40多岁了,只是需要一辆安全舒适,四平八稳的轿车,所以它符合我的要求.等提车后再和大家聊聊",正向
"主流车企里面没有比这个更垃圾的1.8T发动机了,说实话还不如大众的1.4",负向
"我是4s店送,还没装和后视镜一体的吗?",负向
"其实我觉得行车记录仪这个东西还是有必要的,而且选择大品牌的一般质量方面都是比较可靠的.",正向
"既然考虑装行车记录仪,那你可以去网上购买推荐的黑剑记录仪型号有好多,哪一个型号都可以,质量很稳定.",中性
"我是4s店送,还没装",正向
和我开始一样纠结四驱中配但是少了很多顶配两驱的配置两驱顶配又没有了四驱后来想明白了四驱顶配解决了纠结!完美!!全速自适应巡航悬架软硬调节自适应远近光流媒体后视镜最重要的是那些主动安全配置多的安全保障不是用金钱来衡量的!也是新手老司机另当别论.,正向
"打了,他们说让跟店里谈他们不管,GPS这玩意也就一千来块钱的东西吧我买的时候没有,户都是你的还安什么GPS啊.他们就是收了这个钱也不会真安上去的.我记错了,贷款手续费是可以打400举报他们的.厂家不让收",负向
"懂车帝出来测评数据了,主动刹车20,40都成功了,60失败了.零百9.8秒,制动距离38.8米,麋鹿测试72公里每小时,油耗平均速度33公里是9.9行人识别,主动刹车终于洗刷[图一]没有的冤也印证了[图二]!红旗,错怪你了!也怪你自己不说出来",正向
"在一些细节上,还是有待提高!比如后排中央扶手,感觉档次太低!比如后排座椅放倒,只能手动!比如车钥匙,塑料材质,又轻又不上档次!比如后排座椅头枕,就不如HS5的航空头枕舒服和高级!希望能在后续改善!",负向
有哪些?提示一下作为参考!再比如座椅头枕就不像HS5那种航空头枕舒服!感觉档次不够!,负向
"有哪些?提示一下作为参考!比如后排扶手感觉档次太低!比如钥匙的质感太差,廉价塑料感觉!比如后排座椅放倒只能手动!",负向
"这是网上找到的,可以做个参考:红旗车的底盘还是比较过硬的,有人吹嘘阿特兹的底盘如何如何,其实红旗轿车的底盘就比阿特兹的底盘略胜一筹.或许有人会感觉红旗车是高高在上的味道,毕竟是领导坐过的车,特别是在国庆大典礼,大阅兵时,红旗已经是领导的专用车,所以红旗车的质量还能差吗?这一点,更是举证了红旗车是中国国产车的旗帜,给人高贵的感觉是在所难免的.但是现在国民的福音来了,红旗H5出来以后,发现红旗H5的价格也并不是那么的昂贵了,比较亲民接地气了.价格不是那么高了,基本上是在二十万以下了.不过这个车目前的销量还是有点平平了,有可能还是受到伟人的影响,价格低下来了,大部分人还不知道或者是难以相信这是真的.再说这车买会去后,也是有一种情怀在里面.",负向
"这是网上找到的,可以做个参考:红旗车的底盘还是比较过硬的,有人吹嘘阿特兹的底盘如何如何,其实红旗轿车的底盘就比阿特兹的底盘略胜一筹.或许有人会感觉红旗车是高高在上的味道,毕竟是领导坐过的车,特别是在国庆大典礼,大阅兵时,红旗已经是领导的专用车,所以红旗车的质量还能差吗?这一点,更是举证了红旗车是中国国产车的旗帜,给人高贵的感觉是在所难免的.但是现在国民的福音来了,红旗H5出来以后,发现红旗H5的价格也并不是那么的昂贵了,比较亲民接地气了.价格不是那么高了,基本上是在二十万以下了.不过这个车目前的销量还是有点平平了,有可能还是受到伟人的影响,价格低下来了,大部分人还不知道或者是难以相信这是真的.再说这车买会去后,也是有一种情怀在里面.",正向
"可先以看看认证车主发的口碑,至于哪个能否达到你的用车要求,建议您还是自己试乘试驾体验一下比较好!",中性
"不是我黑这车,品牌,配置,价位都没问题,主要在于装配及调校还需要提高,开起来到处异响,真不省心.架子晃浪晃浪的感觉会散架.你车在哪?",负向
手册上是5000公里或者6个月.装个红旗智联也会提示.,正向
质量稳定性超过本田丰田就ok了,中性
"虽然觉得你是个水军,但是我还是决定认真回答一下吧,如果你真的提车了,售后会告诉你,首保在4个月以上,5个月以内,4000公里以上,5000公里以内.超过这个区间是会失去终身质保资格.低于这个区间倒是可以去首保,但是由于未到指定时间或者公里,4S要给你刷时间,刷到符合要求的时间.并不是2个月内去首保.",负向
"反正四年10万内的保养都是免费,无所谓啦",正向
"孤单病态冷漠2019082015:07:21发表在主楼H5刚出现在我面眼前的时候,还是有点惊讶,因为并没有想到红旗会做出这么年轻的座驾.在外观上,我觉得要比合资车好看,我最喜欢的就是前脸的大格栅,有着经典红旗老车的痕迹,但又有年轻运动的feel,看着很有离弦之箭的冲刺感.其实看到红旗这样的改变,我心里还是很高兴的.上次我跟家人去日本玩,发现人家的马路上跑的都是自己国家的车,而且导游说人家的车配置都相当丰富,然后出口中国的,就使劲简配,把不好的给中国.我也不知道为什么那么多人都要买合资,我是肯定支持国产,我现在开的就是奔腾X40,也挺好的,开了两三年了没出过问题.我认为哈,相比于其他国产车,红旗更有历史沉淀,我换车的时候应该会重点考虑H5吧.置换老高尔夫,一定买纯国产车",正向
"动力,没有比他更垃圾的b车了!!!内饰异响个没完没了!",负向
"如果首保里程没有达到的话,两个月就是纯扯淡!可以投诉他!关键是4年或者10万公里是免费保养,这投诉有什么用,一个月给你保养一次,成本也是他们承担呀.",负向
"昨天去看了,座椅放倒后不是平的,是想上翘,我觉得有点短,感觉没有1.9米长",负向
"昨天搬家,拉冰箱,忘了照放倒的照片了,有一点坡度,很小,睡觉可以.",负向
"看了个帖子,陆巡改航空座椅,不知道红旗有没有类似的服务,加钱也行https:chejiahao.autohome.com.cninfo2969544就像这样的,或者改成舒适一些的后排座椅也行,原厂的真心不太舒服!",负向
"不是我黑这车,品牌,配置,价位都没问题,主要在于装配及调校还需要提高,开起来到处异响,真不省心.架子晃浪晃浪的感觉会散架.有异响和感觉车身散架两回事好吧",负向
"我觉得HS7的内饰可以看得出来是花了很大功夫去打造的,做工比较细致,座椅和门板上的菱形装饰线走线准确,一些小细节做的也很到位.用料考究,光软质材料覆盖这点就比较良心,中控板上还有实木装饰,都能摸到纹路.另外科技感也有,中控屏大块儿的,听说功能也很齐全.深色的内饰大气不压抑,我挺喜欢的.",正向
"今天去红旗店里看了H5,实车确实漂亮,比照片惊艳的多.大嘴进气格栅霸气,红色车标显眼,车身够长,都快要5米了.我喜欢这个青川蓝色,年轻明亮,撞色几率也很小吧.",正向
"我试驾的是没感觉有多冲的感觉,结果时速表不知不觉就过一百了,加速挺稳的,不那么毛躁",正向
"蓝色骚黑色沉稳内敛白的个人觉得有点土...我就告诉你黑色提车会快一些,我是720订车,812提车,黑色.",负向
"这黑得太明显了吧,还散架?任意一国产车也不至于吧真实体会,我的这车就这样了,滤振不好,异响太多,就这样了",负向
"舒服的座椅没有放倒纯平的,因为靠背厚还有弧度,放倒了不会平.能纯平的靠背都是削薄的,而且没有贴合你脊背弧度,坐着不会舒服",正向
"我媳妇也拍了.认证,用了红旗智联就知道她的好了,忘了关窗再也不用下去啦",正向
"我也是,我这边探岳二豪落地22.3,不过我最终去隔壁城市定了hs5,虽然定了心里还是没底,略有点担心油耗,担心车机系统以及异响!",负向
"我也是,在这两款车之间纠结好久周六去试驾hs5,看看开这车合不合适,太大就显得司机人小,无人驾驶,就不好看了",正向
"拿一块钱正反面抓阄.二款各有千秋,唐省油,红旗终身保修4年10万公里免费保养,还是全铝车架,很良心.",正向
"我之前比较感兴趣的就是5月份新上市的红旗HS5,但后来又看到了HS7,更高的价格当然预示着更高的档次,不过这也在我的预算范围内.HS7相比HS5更有一种气贯长虹的气质,看起来也更有档次.在销售的安排下,我后来试驾体验了一下.(开车就没拍照),我就说试驾感受吧:3.0T的发动机真不是盖的!我一脚油门下去,车子就窜出去挺远,加速给了我难以置信的推背感,试驾一圈后心情十分舒畅!话说,现在很少有国产车是3.0T的吧?",正向
"今天抽空去红旗4S店里面看了一下HS7,一切都如我所愿.因为HS7是新推出的旗舰,当然是摆在最显眼的位置.在灯光的映照下,HS7身上的层次感和棱线显得特别立体,而且毫不浮夸.腰线从前贯穿至尾部,看上去十分流畅,车门中部的内凹也让侧面看上去很有美系车的肌肉感.我站在5米多的车身面前才感觉到什么叫大气.内饰更是超出了预期,座椅上精细的缝线和大面积真皮的包裹让车内的档次感瞬间提升了不少.而且座椅的功能也很全,电动调节,加热和通风应有尽有,确实是这个级别汽车该有的样子.",正向
"都说网上看车千百遍,不如自己试驾体验一遍,这话绝对真理!在网上看了那么多车的参数配置,甚至是车主们的评价.但那都是参考而已,最重要的还是自己开是什么感觉.最近我在关注H5,看网上评价还不错,各方面数据也都满意.就给4S店打电话,约了试驾.颜值什么的,就不多说了,这车子操控是不错,开起来很沉稳.关键是动力,2.0T的发动机爆发力相当厉害.从起步开始就能感觉到动力的输出,提速也很快,让我很有激情驾驶的欲望!",正向
